JournalCode|JournalLib|EcritureNum|EcritureDate|CompteNum|CompteLib|CompAuxNum|CompAuxLib|PieceRef|PieceDate|EcritureLib|Debit|Credit|EcritureLet|DateLet|ValidDate|Montantdevise|Idevise
VEN|Journal des ventes|000060|20230625|706000|Prestations de services|||V2023-0060|20230625|Prestation V2023-0060||8002.95|||20230625|8002.95|EUR
VEN|Journal des ventes|000060|20230625|445710|TVA collectée|||V2023-0060|20230625|TVA facture V2023-0060||1600.59|||20230625|1600.59|EUR
VEN|Journal des ventes|000061|20230628|411000|Clients|CLI0061|WebServices Plus|V2023-0061|20230628|Facture V2023-0061 WebServices Plus|7183.98||||20230628|7183.98|EUR
VEN|Journal des ventes|000061|20230628|706000|Prestations de services|||V2023-0061|20230628|Prestation V2023-0061||5986.65|||20230628|5986.65|EUR
VEN|Journal des ventes|000061|20230628|445710|TVA collectée|||V2023-0061|20230628|TVA facture V2023-0061||1197.33|||20230628|1197.33|EUR
VEN|Journal des ventes|000062|20230630|411000|Clients|CLI0062|TechVision SARL|V2023-0062|20230630|Facture V2023-0062 TechVision SARL|11602.19||||20230630|11602.19|EUR
VEN|Journal des ventes|000062|20230630|706000|Prestations de services|||V2023-0062|20230630|Prestation V2023-0062||9668.49|||20230630|9668.49|EUR
VEN|Journal des ventes|000062|20230630|445710|TVA collectée|||V2023-0062|20230630|TVA facture V2023-0062||1933.70|||20230630|1933.70|EUR
VEN|Journal des ventes|000063|20230702|411000|Clients|CLI0063|WebServices Plus|V2023-0063|20230702|Facture V2023-0063 WebServices Plus|8667.98||||20230702|8667.98|EUR
VEN|Journal des ventes|000063|20230702|706000|Prestations de services|||V2023-0063|20230702|Prestation V2023-0063||7223.32|||20230702|7223.32|EUR
VEN|Journal des ventes|000063|20230702|445710|TVA collectée|||V2023-0063|20230702|TVA facture V2023-0063||1444.66|||20230702|1444.66|EUR
VEN|Journal des ventes|000064|20230704|411000|Clients|CLI0064|ACME Solutions SAS|V2023-0064|20230704|Facture V2023-0064 ACME Solutions SAS|10198.69||||20230704|10198.69|EUR
VEN|Journal des ventes|000064|20230704|706000|Prestations de services|||V2023-0064|20230704|Prestation V2023-0064||8498.91|||20230704|8498.91|EUR
VEN|Journal des ventes|000064|20230704|445710|TVA collectée|||V2023-0064|20230704|TVA facture V2023-0064||1699.78|||20230704|1699.78|EUR
VEN|Journal des ventes|000065|20230707|411000|Clients|CLI0065|SystemPro SARL|V2023-0065|20230707|Facture V2023-0065 SystemPro SARL|13786.04||||20230707|13786.04|EUR
VEN|Journal des ventes|000065|20230707|706000|Prestations de services|||V2023-0065|20230707|Prestation V2023-0065||11488.37|||20230707|11488.37|EUR
VEN|Journal des ventes|000065|20230707|445710|TVA collectée|||V2023-0065|20230707|TVA facture V2023-0065||2297.67|||20230707|2297.67|EUR
VEN|Journal des ventes|000066|20230711|411000|Clients|CLI0066|Innovatech SA|V2023-0066|20230711|Facture V2023-0066 Innovatech SA|5338.02||||20230711|5338.02|EUR
VEN|Journal des ventes|000066|20230711|706000|Prestations de services|||V2023-0066|20230711|Prestation V2023-0066||4448.35|||20230711|4448.35|EUR
VEN|Journal des ventes|000066|20230711|445710|TVA collectée|||V2023-0066|20230711|TVA facture V2023-0066||889.67|||20230711|889.67|EUR
VEN|Journal des ventes|000067|20230713|411000|Clients|CLI0067|TechVision SARL|V2023-0067|20230713|Facture V2023-0067 TechVision SARL|9171.28||||20230713|9171.28|EUR
VEN|Journal des ventes|000067|20230713|706000|Prestations de services|||V2023-0067|20230713|Prestation V2023-0067||7642.73|||20230713|7642.73|EUR
VEN|Journal des ventes|000067|20230713|445710|TVA collectée|||V2023-0067|20230713|TVA facture V2023-0067||1528.55|||20230713|1528.55|EUR
VEN|Journal des ventes|000068|20230715|411000|Clients|CLI0068|TechVision SARL|V2023-0068|20230715|Facture V2023-0068 TechVision SARL|5581.27||||20230715|5581.27|EUR
VEN|Journal des ventes|000068|20230715|706000|Prestations de services|||V2023-0068|20230715|Prestation V2023-0068||4651.06|||20230715|4651.06|EUR
VEN|Journal des ventes|000068|20230715|445710|TVA collectée|||V2023-0068|20230715|TVA facture V2023-0068||930.21|||20230715|930.21|EUR
VEN|Journal des ventes|000069|20230719|411000|Clients|CLI0069|ACME Solutions SAS|V2023-0069|20230719|Facture V2023-0069 ACME Solutions SAS|12557.09||||20230719|12557.09|EUR
VEN|Journal des ventes|000069|20230719|706000|Prestations de services|||V2023-0069|20230719|Prestation V2023-0069||10464.24|||20230719|10464.24|EUR
VEN|Journal des ventes|000069|20230719|445710|TVA collectée|||V2023-0069|20230719|TVA facture V2023-0069||2092.85|||20230719|2092.85|EUR
VEN|Journal des ventes|000070|20230721|411000|Clients|CLI0070|Digital Corp|V2023-0070|20230721|Facture V2023-0070 Digital Corp|10433.96||||20230721|10433.96|EUR
VEN|Journal des ventes|000070|20230721|706000|Prestations de services|||V2023-0070|20230721|Prestation V2023-0070||8694.97|||20230721|8694.97|EUR
VEN|Journal des ventes|000070|20230721|445710|TVA collectée|||V2023-0070|20230721|TVA facture V2023-0070||1738.99|||20230721|1738.99|EUR
VEN|Journal des ventes|000071|20230724|411000|Clients|CLI0071|NetServices SA|V2023-0071|20230724|Facture V2023-0071 NetServices SA|6665.75||||20230724|6665.75|EUR
VEN|Journal des ventes|000071|20230724|706000|Prestations de services|||V2023-0071|20230724|Prestation V2023-0071||5554.79|||20230724|5554.79|EUR
VEN|Journal des ventes|000071|20230724|445710|TVA collectée|||V2023-0071|20230724|TVA facture V2023-0071||1110.96|||20230724|1110.96|EUR
VEN|Journal des ventes|000072|20230728|411000|Clients|CLI0072|InfoTech Partners|V2023-0072|20230728|Facture V2023-0072 InfoTech Partners|9302.86||||20230728|9302.86|EUR
VEN|Journal des ventes|000072|20230728|706000|Prestations de services|||V2023-0072|20230728|Prestation V2023-0072||7752.38|||20230728|7752.38|EUR
VEN|Journal des ventes|000072|20230728|445710|TVA collectée|||V2023-0072|20230728|TVA facture V2023-0072||1550.48|||20230728|1550.48|EUR
VEN|Journal des ventes|000073|20230730|411000|Clients|CLI0073|SystemPro SARL|V2023-0073|20230730|Facture V2023-0073 SystemPro SARL|11222.46||||20230730|11222.46|EUR
VEN|Journal des ventes|000073|20230730|706000|Prestations de services|||V2023-0073|20230730|Prestation V2023-0073||9352.05|||20230730|9352.05|EUR
VEN|Journal des ventes|000073|20230730|445710|TVA collectée|||V2023-0073|20230730|TVA facture V2023-0073||1870.41|||20230730|1870.41|EUR
VEN|Journal des ventes|000074|20230801|411000|Clients|CLI0074|WebServices Plus|V2023-0074|20230801|Facture V2023-0074 WebServices Plus|8277.84||||20230801|8277.84|EUR
VEN|Journal des ventes|000074|20230801|706000|Prestations de services|||V2023-0074|20230801|Prestation V2023-0074||6898.20|||20230801|6898.20|EUR
VEN|Journal des ventes|000074|20230801|445710|TVA collectée|||V2023-0074|20230801|TVA facture V2023-0074||1379.64|||20230801|1379.64|EUR
VEN|Journal des ventes|000075|20230804|411000|Clients|CLI0075|Digital Corp|V2023-0075|20230804|Facture V2023-0075 Digital Corp|13119.77||||20230804|13119.77|EUR
VEN|Journal des ventes|000075|20230804|706000|Prestations de services|||V2023-0075|20230804|Prestation V2023-0075||10933.14|||20230804|10933.14|EUR
VEN|Journal des ventes|000075|20230804|445710|TVA collectée|||V2023-0075|20230804|TVA facture V2023-0075||2186.63|||20230804|2186.63|EUR
VEN|Journal des ventes|000076|20230808|411000|Clients|CLI0076|TechVision SARL|V2023-0076|20230808|Facture V2023-0076 TechVision SARL|10425.98||||20230808|10425.98|EUR
VEN|Journal des ventes|000076|20230808|706000|Prestations de services|||V2023-0076|20230808|Prestation V2023-0076||8688.32|||20230808|8688.32|EUR
VEN|Journal des ventes|000076|20230808|445710|TVA collectée|||V2023-0076|20230808|TVA facture V2023-0076||1737.66|||20230808|1737.66|EUR
VEN|Journal des ventes|000077|20230812|411000|Clients|CLI0077|ACME Solutions SAS|V2023-0077|20230812|Facture V2023-0077 ACME Solutions SAS|11439.24||||20230812|11439.24|EUR
VEN|Journal des ventes|000077|20230812|706000|Prestations de services|||V2023-0077|20230812|Prestation V2023-0077||9532.70|||20230812|9532.70|EUR
VEN|Journal des ventes|000077|20230812|445710|TVA collectée|||V2023-0077|20230812|TVA facture V2023-0077||1906.54|||20230812|1906.54|EUR
VEN|Journal des ventes|000078|20230816|411000|Clients|CLI0078|SystemPro SARL|V2023-0078|20230816|Facture V2023-0078 SystemPro SARL|9726.50||||20230816|9726.50|EUR
VEN|Journal des ventes|000078|20230816|706000|Prestations de services|||V2023-0078|20230816|Prestation V2023-0078||8105.42|||20230816|8105.42|EUR
VEN|Journal des ventes|000078|20230816|445710|TVA collectée|||V2023-0078|20230816|TVA facture V2023-0078||1621.08|||20230816|1621.08|EUR
VEN|Journal des ventes|000079|20230819|411000|Clients|CLI0079|Innovatech SA|V2023-0079|20230819|Facture V2023-0079 Innovatech SA|5519.87||||20230819|5519.87|EUR
VEN|Journal des ventes|000079|20230819|706000|Prestations de services|||V2023-0079|20230819|Prestation V2023-0079||4599.89|||20230819|4599.89|EUR
VEN|Journal des ventes|000079|20230819|445710|TVA collectée|||V2023-0079|20230819|TVA facture V2023-0079||919.98|||20230819|919.98|EUR
VEN|Journal des ventes|000080|20230822|411000|Clients|CLI0080|Innovatech SA|V2023-0080|20230822|Facture V2023-0080 Innovatech SA|8531.39||||20230822|8531.39|EUR
VEN|Journal des ventes|000080|20230822|706000|Prestations de services|||V2023-0080|20230822|Prestation V2023-0080||7109.49|||20230822|7109.49|EUR
VEN|Journal des ventes|000080|20230822|445710|TVA collectée|||V2023-0080|20230822|TVA facture V2023-0080||1421.90|||20230822|1421.90|EUR
VEN|Journal des ventes|000081|20230826|411000|Clients|CLI0081|SystemPro SARL|V2023-0081|20230826|Facture V2023-0081 SystemPro SARL|13453.67||||20230826|13453.67|EUR
VEN|Journal des ventes|000081|20230826|706000|Prestations de services|||V2023-0081|20230826|Prestation V2023-0081||11211.39|||20230826|11211.39|EUR
VEN|Journal des ventes|000081|20230826|445710|TVA collectée|||V2023-0081|20230826|TVA facture V2023-0081||2242.28|||20230826|2242.28|EUR
VEN|Journal des ventes|000082|20230830|411000|Clients|CLI0082|Digital Corp|V2023-0082|20230830|Facture V2023-0082 Digital Corp|13371.06||||20230830|13371.06|EUR
VEN|Journal des ventes|000082|20230830|706000|Prestations de services|||V2023-0082|20230830|Prestation V2023-0082||11142.55|||20230830|11142.55|EUR
VEN|Journal des ventes|000082|20230830|445710|TVA collectée|||V2023-0082|20230830|TVA facture V2023-0082||2228.51|||20230830|2228.51|EUR
VEN|Journal des ventes|000083|20230901|411000|Clients|CLI0083|InfoTech Partners|V2023-0083|20230901|Facture V2023-0083 InfoTech Partners|5620.86||||20230901|5620.86|EUR
VEN|Journal des ventes|000083|20230901|706000|Prestations de services|||V2023-0083|20230901|Prestation V2023-0083||4684.05|||20230901|4684.05|EUR
VEN|Journal des ventes|000083|20230901|445710|TVA collectée|||V2023-0083|20230901|TVA facture V2023-0083||936.81|||20230901|936.81|EUR
VEN|Journal des ventes|000084|20230904|411000|Clients|CLI0084|SystemPro SARL|V2023-0084|20230904|Facture V2023-0084 SystemPro SARL|13491.43||||20230904|13491.43|EUR
VEN|Journal des ventes|000084|20230904|706000|Prestations de services|||V2023-0084|20230904|Prestation V2023-0084||11242.86|||20230904|11242.86|EUR
VEN|Journal des ventes|000084|20230904|445710|TVA collectée|||V2023-0084|20230904|TVA facture V2023-0084||2248.57|||20230904|2248.57|EUR
VEN|Journal des ventes|000085|20230907|411000|Clients|CLI0085|DataSystems SAS|V2023-0085|20230907|Facture V2023-0085 DataSystems SAS|12464.93||||20230907|12464.93|EUR
VEN|Journal des ventes|000085|20230907|706000|Prestations de services|||V2023-0085|20230907|Prestation V2023-0085||10387.44|||20230907|10387.44|EUR
VEN|Journal des ventes|000085|20230907|445710|TVA collectée|||V2023-0085|20230907|TVA facture V2023-0085||2077.49|||20230907|2077.49|EUR
VEN|Journal des ventes|000086|20230910|411000|Clients|CLI0086|SystemPro SARL|V2023-0086|20230910|Facture V2023-0086 SystemPro SARL|12863.41||||20230910|12863.41|EUR
VEN|Journal des ventes|000086|20230910|706000|Prestations de services|||V2023-0086|20230910|Prestation V2023-0086||10719.51|||20230910|10719.51|EUR
VEN|Journal des ventes|000086|20230910|445710|TVA collectée|||V2023-0086|20230910|TVA facture V2023-0086||2143.90|||20230910|2143.90|EUR
VEN|Journal des ventes|000087|20230914|411000|Clients|CLI0087|SystemPro SARL|V2023-0087|20230914|Facture V2023-0087 SystemPro SARL|8786.09||||20230914|8786.09|EUR
VEN|Journal des ventes|000087|20230914|706000|Prestations de services|||V2023-0087|20230914|Prestation V2023-0087||7321.74|||20230914|7321.74|EUR
VEN|Journal des ventes|000087|20230914|445710|TVA collectée|||V2023-0087|20230914|TVA facture V2023-0087||1464.35|||20230914|1464.35|EUR
VEN|Journal des ventes|000088|20230918|411000|Clients|CLI0088|DataSystems SAS|V2023-0088|20230918|Facture V2023-0088 DataSystems SAS|7688.47||||20230918|7688.47|EUR
VEN|Journal des ventes|000088|20230918|706000|Prestations de services|||V2023-0088|20230918|Prestation V2023-0088||6407.06|||20230918|6407.06|EUR
VEN|Journal des ventes|000088|20230918|445710|TVA collectée|||V2023-0088|20230918|TVA facture V2023-0088||1281.41|||20230918|1281.41|EUR
VEN|Journal des ventes|000089|20230920|411000|Clients|CLI0089|Digital Corp|V2023-0089|20230920|Facture V2023-0089 Digital Corp|9178.50||||20230920|9178.50|EUR
VEN|Journal des ventes|000089|20230920|706000|Prestations de services|||V2023-0089|20230920|Prestation V2023-0089||7648.75|||20230920|7648.75|EUR
VEN|Journal des ventes|000089|20230920|445710|TVA collectée|||V2023-0089|20230920|TVA facture V2023-0089||1529.75|||20230920|1529.75|EUR
VEN|Journal des ventes|000090|20230923|411000|Clients|CLI0090|GlobalIT France|V2023-0090|20230923|Facture V2023-0090 GlobalIT France|8651.23||||20230923|8651.23|EUR
VEN|Journal des ventes|000090|20230923|706000|Prestations de services|||V2023-0090|20230923|Prestation V2023-0090||7209.36|||20230923|7209.36|EUR
VEN|Journal des ventes|000090|20230923|445710|TVA collectée|||V2023-0090|20230923|TVA facture V2023-0090||1441.87|||20230923|1441.87|EUR
VEN|Journal des ventes|000091|20230927|411000|Clients|CLI0091|SystemPro SARL|V2023-0091|20230927|Facture V2023-0091 SystemPro SARL|11970.46||||20230927|11970.46|EUR
VEN|Journal des ventes|000091|20230927|706000|Prestations de services|||V2023-0091|20230927|Prestation V2023-0091||9975.38|||20230927|9975.38|EUR
VEN|Journal des ventes|000091|20230927|445710|TVA collectée|||V2023-0091|20230927|TVA facture V2023-0091||1995.08|||20230927|1995.08|EUR
VEN|Journal des ventes|000092|20230929|411000|Clients|CLI0092|DataSystems SAS|V2023-0092|20230929|Facture V2023-0092 DataSystems SAS|6825.90||||20230929|6825.90|EUR
VEN|Journal des ventes|000092|20230929|706000|Prestations de services|||V2023-0092|20230929|Prestation V2023-0092||5688.25|||20230929|5688.25|EUR
VEN|Journal des ventes|000092|20230929|445710|TVA collectée|||V2023-0092|20230929|TVA facture V2023-0092||1137.65|||20230929|1137.65|EUR
VEN|Journal des ventes|000093|20231001|411000|Clients|CLI0093|WebServices Plus|V2023-0093|20231001|Facture V2023-0093 WebServices Plus|13155.77||||20231001|13155.77|EUR
VEN|Journal des ventes|000093|20231001|706000|Prestations de services|||V2023-0093|20231001|Prestation V2023-0093||10963.14|||20231001|10963.14|EUR
VEN|Journal des ventes|000093|20231001|445710|TVA collectée|||V2023-0093|20231001|TVA facture V2023-0093||2192.63|||20231001|2192.63|EUR
VEN|Journal des ventes|000094|20231003|411000|Clients|CLI0094|NetServices SA|V2023-0094|20231003|Facture V2023-0094 NetServices SA|8744.28||||20231003|8744.28|EUR
VEN|Journal des ventes|000094|20231003|706000|Prestations de services|||V2023-0094|20231003|Prestation V2023-0094||7286.90|||20231003|7286.90|EUR
VEN|Journal des ventes|000094|20231003|445710|TVA collectée|||V2023-0094|20231003|TVA facture V2023-0094||1457.38|||20231003|1457.38|EUR
VEN|Journal des ventes|000095|20231005|411000|Clients|CLI0095|GlobalIT France|V2023-0095|20231005|Facture V2023-0095 GlobalIT France|6411.54||||20231005|6411.54|EUR
VEN|Journal des ventes|000095|20231005|706000|Prestations de services|||V2023-0095|20231005|Prestation V2023-0095||5342.95|||20231005|5342.95|EUR
VEN|Journal des ventes|000095|20231005|445710|TVA collectée|||V2023-0095|20231005|TVA facture V2023-0095||1068.59|||20231005|1068.59|EUR
VEN|Journal des ventes|000096|20231008|411000|Clients|CLI0096|CloudExpert EURL|V2023-0096|20231008|Facture V2023-0096 CloudExpert EURL|5321.08||||20231008|5321.08|EUR
VEN|Journal des ventes|000096|20231008|706000|Prestations de services|||V2023-0096|20231008|Prestation V2023-0096||4434.23|||20231008|4434.23|EUR
VEN|Journal des ventes|000096|20231008|445710|TVA collectée|||V2023-0096|20231008|TVA facture V2023-0096||886.85|||20231008|886.85|EUR
VEN|Journal des ventes|000097|20231010|411000|Clients|CLI0097|SystemPro SARL|V2023-0097|20231010|Facture V2023-0097 SystemPro SARL|7936.37||||20231010|7936.37|EUR
VEN|Journal des ventes|000097|20231010|706000|Prestations de services|||V2023-0097|20231010|Prestation V2023-0097||6613.64|||20231010|6613.64|EUR
VEN|Journal des ventes|000097|20231010|445710|TVA collectée|||V2023-0097|20231010|TVA facture V2023-0097||1322.73|||20231010|1322.73|EUR
VEN|Journal des ventes|000098|20231012|411000|Clients|CLI0098|SmartConseil|V2023-0098|20231012|Facture V2023-0098 SmartConseil|12211.58||||20231012|12211.58|EUR
VEN|Journal des ventes|000098|20231012|706000|Prestations de services|||V2023-0098|20231012|Prestation V2023-0098||10176.32|||20231012|10176.32|EUR
VEN|Journal des ventes|000098|20231012|445710|TVA collectée|||V2023-0098|20231012|TVA facture V2023-0098||2035.26|||20231012|2035.26|EUR
VEN|Journal des ventes|000099|20231015|411000|Clients|CLI0099|CloudExpert EURL|V2023-0099|20231015|Facture V2023-0099 CloudExpert EURL|9710.05||||20231015|9710.05|EUR
VEN|Journal des ventes|000099|20231015|706000|Prestations de services|||V2023-0099|20231015|Prestation V2023-0099||8091.71|||20231015|8091.71|EUR
VEN|Journal des ventes|000099|20231015|445710|TVA collectée|||V2023-0099|20231015|TVA facture V2023-0099||1618.34|||20231015|1618.34|EUR
VEN|Journal des ventes|000100|20231019|411000|Clients|CLI0100|WebServices Plus|V2023-0100|20231019|Facture V2023-0100 WebServices Plus|8069.17||||20231019|8069.17|EUR
VEN|Journal des ventes|000100|20231019|706000|Prestations de services|||V2023-0100|20231019|Prestation V2023-0100||6724.31|||20231019|6724.31|EUR
VEN|Journal des ventes|000100|20231019|445710|TVA collectée|||V2023-0100|20231019|TVA facture V2023-0100||1344.86|||20231019|1344.86|EUR
VEN|Journal des ventes|000101|20231021|411000|Clients|CLI0101|ACME Solutions SAS|V2023-0101|20231021|Facture V2023-0101 ACME Solutions SAS|12565.31||||20231021|12565.31|EUR
VEN|Journal des ventes|000101|20231021|706000|Prestations de services|||V2023-0101|20231021|Prestation V2023-0101||10471.09|||20231021|10471.09|EUR
VEN|Journal des ventes|000101|20231021|445710|TVA collectée|||V2023-0101|20231021|TVA facture V2023-0101||2094.22|||20231021|2094.22|EUR
VEN|Journal des ventes|000102|20231023|411000|Clients|CLI0102|GlobalIT France|V2023-0102|20231023|Facture V2023-0102 GlobalIT France|4389.40||||20231023|4389.40|EUR
VEN|Journal des ventes|000102|20231023|706000|Prestations de services|||V2023-0102|20231023|Prestation V2023-0102||3657.83|||20231023|3657.83|EUR
VEN|Journal des ventes|000102|20231023|445710|TVA collectée|||V2023-0102|20231023|TVA facture V2023-0102||731.57|||20231023|731.57|EUR
VEN|Journal des ventes|000103|20231025|411000|Clients|CLI0103|InfoTech Partners|V2023-0103|20231025|Facture V2023-0103 InfoTech Partners|9638.05||||20231025|9638.05|EUR
VEN|Journal des ventes|000103|20231025|706000|Prestations de services|||V2023-0103|20231025|Prestation V2023-0103||8031.71|||20231025|8031.71|EUR
VEN|Journal des ventes|000103|20231025|445710|TVA collectée|||V2023-0103|20231025|TVA facture V2023-0103||1606.34|||20231025|1606.34|EUR
VEN|Journal des ventes|000104|20231029|411000|Clients|CLI0104|WebServices Plus|V2023-0104|20231029|Facture V2023-0104 WebServices Plus|8064.49||||20231029|8064.49|EUR
VEN|Journal des ventes|000104|20231029|706000|Prestations de services|||V2023-0104|20231029|Prestation V2023-0104||6720.41|||20231029|6720.41|EUR
VEN|Journal des ventes|000104|20231029|445710|TVA collectée|||V2023-0104|20231029|TVA facture V2023-0104||1344.08|||20231029|1344.08|EUR
VEN|Journal des ventes|000105|20231101|411000|Clients|CLI0105|CloudExpert EURL|V2023-0105|20231101|Facture V2023-0105 CloudExpert EURL|5482.79||||20231101|5482.79|EUR
VEN|Journal des ventes|000105|20231101|706000|Prestations de services|||V2023-0105|20231101|Prestation V2023-0105||4568.99|||20231101|4568.99|EUR
VEN|Journal des ventes|000105|20231101|445710|TVA collectée|||V2023-0105|20231101|TVA facture V2023-0105||913.80|||20231101|913.80|EUR
VEN|Journal des ventes|000106|20231103|411000|Clients|CLI0106|InfoTech Partners|V2023-0106|20231103|Facture V2023-0106 InfoTech Partners|10979.68||||20231103|10979.68|EUR
VEN|Journal des ventes|000106|20231103|706000|Prestations de services|||V2023-0106|20231103|Prestation V2023-0106||9149.73|||20231103|9149.73|EUR
VEN|Journal des ventes|000106|20231103|445710|TVA collectée|||V2023-0106|20231103|TVA facture V2023-0106||1829.95|||20231103|1829.95|EUR
VEN|Journal des ventes|000107|20231106|411000|Clients|CLI0107|ACME Solutions SAS|V2023-0107|20231106|Facture V2023-0107 ACME Solutions SAS|11390.53||||20231106|11390.53|EUR
VEN|Journal des ventes|000107|20231106|706000|Prestations de services|||V2023-0107|20231106|Prestation V2023-0107||9492.11|||20231106|9492.11|EUR
VEN|Journal des ventes|000107|20231106|445710|TVA collectée|||V2023-0107|20231106|TVA facture V2023-0107||1898.42|||20231106|1898.42|EUR
VEN|Journal des ventes|000108|20231110|411000|Clients|CLI0108|Innovatech SA|V2023-0108|20231110|Facture V2023-0108 Innovatech SA|14320.67||||20231110|14320.67|EUR
VEN|Journal des ventes|000108|20231110|706000|Prestations de services|||V2023-0108|20231110|Prestation V2023-0108||11933.89|||20231110|11933.89|EUR
VEN|Journal des ventes|000108|20231110|445710|TVA collectée|||V2023-0108|20231110|TVA facture V2023-0108||2386.78|||20231110|2386.78|EUR
VEN|Journal des ventes|000109|20231113|411000|Clients|CLI0109|DataSystems SAS|V2023-0109|20231113|Facture V2023-0109 DataSystems SAS|5481.82||||20231113|5481.82|EUR
VEN|Journal des ventes|000109|20231113|706000|Prestations de services|||V2023-0109|20231113|Prestation V2023-0109||4568.18|||20231113|4568.18|EUR
VEN|Journal des ventes|000109|20231113|445710|TVA collectée|||V2023-0109|20231113|TVA facture V2023-0109||913.64|||20231113|913.64|EUR
VEN|Journal des ventes|000110|20231115|411000|Clients|CLI0110|SmartConseil|V2023-0110|20231115|Facture V2023-0110 SmartConseil|13147.88||||20231115|13147.88|EUR
VEN|Journal des ventes|000110|20231115|706000|Prestations de services|||V2023-0110|20231115|Prestation V2023-0110||10956.57|||20231115|10956.57|EUR
VEN|Journal des ventes|000110|20231115|445710|TVA collectée|||V2023-0110|20231115|TVA facture V2023-0110||2191.31|||20231115|2191.31|EUR
VEN|Journal des ventes|000111|20231119|411000|Clients|CLI0111|WebServices Plus|V2023-0111|20231119|Facture V2023-0111 WebServices Plus|5603.76||||20231119|5603.76|EUR
VEN|Journal des ventes|000111|20231119|706000|Prestations de services|||V2023-0111|20231119|Prestation V2023-0111||4669.80|||20231119|4669.80|EUR
VEN|Journal des ventes|000111|20231119|445710|TVA collectée|||V2023-0111|20231119|TVA facture V2023-0111||933.96|||20231119|933.96|EUR
VEN|Journal des ventes|000112|20231121|411000|Clients|CLI0112|Innovatech SA|V2023-0112|20231121|Facture V2023-0112 Innovatech SA|6098.77||||20231121|6098.77|EUR
VEN|Journal des ventes|000112|20231121|706000|Prestations de services|||V2023-0112|20231121|Prestation V2023-0112||5082.31|||20231121|5082.31|EUR
VEN|Journal des ventes|000112|20231121|445710|TVA collectée|||V2023-0112|20231121|TVA facture V2023-0112||1016.46|||20231121|1016.46|EUR
VEN|Journal des ventes|000113|20231124|411000|Clients|CLI0113|WebServices Plus|V2023-0113|20231124|Facture V2023-0113 WebServices Plus|7777.37||||20231124|7777.37|EUR
VEN|Journal des ventes|000113|20231124|706000|Prestations de services|||V2023-0113|20231124|Prestation V2023-0113||6481.14|||20231124|6481.14|EUR
VEN|Journal des ventes|000113|20231124|445710|TVA collectée|||V2023-0113|20231124|TVA facture V2023-0113||1296.23|||20231124|1296.23|EUR
VEN|Journal des ventes|000114|20231126|411000|Clients|CLI0114|SmartConseil|V2023-0114|20231126|Facture V2023-0114 SmartConseil|12134.60||||20231126|12134.60|EUR
VEN|Journal des ventes|000114|20231126|706000|Prestations de services|||V2023-0114|20231126|Prestation V2023-0114||10112.17|||20231126|10112.17|EUR
VEN|Journal des ventes|000114|20231126|445710|TVA collectée|||V2023-0114|20231126|TVA facture V2023-0114||2022.43|||20231126|2022.43|EUR
VEN|Journal des ventes|000115|20231129|411000|Clients|CLI0115|GlobalIT France|V2023-0115|20231129|Facture V2023-0115 GlobalIT France|5621.30||||20231129|5621.30|EUR
VEN|Journal des ventes|000115|20231129|706000|Prestations de services|||V2023-0115|20231129|Prestation V2023-0115||4684.42|||20231129|4684.42|EUR
VEN|Journal des ventes|000115|20231129|445710|TVA collectée|||V2023-0115|20231129|TVA facture V2023-0115||936.88|||20231129|936.88|EUR
VEN|Journal des ventes|000116|20231202|411000|Clients|CLI0116|SmartConseil|V2023-0116|20231202|Facture V2023-0116 SmartConseil|12403.52||||20231202|12403.52|EUR
VEN|Journal des ventes|000116|20231202|706000|Prestations de services|||V2023-0116|20231202|Prestation V2023-0116||10336.27|||20231202|10336.27|EUR
VEN|Journal des ventes|000116|20231202|445710|TVA collectée|||V2023-0116|20231202|TVA facture V2023-0116||2067.25|||20231202|2067.25|EUR
VEN|Journal des ventes|000117|20231204|411000|Clients|CLI0117|GlobalIT France|V2023-0117|20231204|Facture V2023-0117 GlobalIT France|8915.66||||20231204|8915.66|EUR
VEN|Journal des ventes|000117|20231204|706000|Prestations de services|||V2023-0117|20231204|Prestation V2023-0117||7429.72|||20231204|7429.72|EUR
VEN|Journal des ventes|000117|20231204|445710|TVA collectée|||V2023-0117|20231204|TVA facture V2023-0117||1485.94|||20231204|1485.94|EUR
VEN|Journal des ventes|000118|20231207|411000|Clients|CLI0118|SmartConseil|V2023-0118|20231207|Facture V2023-0118 SmartConseil|14337.40||||20231207|14337.40|EUR
VEN|Journal des ventes|000118|20231207|706000|Prestations de services|||V2023-0118|20231207|Prestation V2023-0118||11947.83|||20231207|11947.83|EUR
VEN|Journal des ventes|000118|20231207|445710|TVA collectée|||V2023-0118|20231207|TVA facture V2023-0118||2389.57|||20231207|2389.57|EUR
VEN|Journal des ventes|000119|20231211|411000|Clients|CLI0119|Digital Corp|V2023-0119|20231211|Facture V2023-0119 Digital Corp|10794.73||||20231211|10794.73|EUR
VEN|Journal des ventes|000119|20231211|706000|Prestations de services|||V2023-0119|20231211|Prestation V2023-0119||8995.61|||20231211|8995.61|EUR
VEN|Journal des ventes|000119|20231211|445710|TVA collectée|||V2023-0119|20231211|TVA facture V2023-0119||1799.12|||20231211|1799.12|EUR
